PlantID,PlantName,AccessionID,AccessionName,ExperimentID,ExperimentName,ExperimentCondition,GrowthLocation,TrayPosition,SampleID,SampleName,SampleType,PlateName,PlateCoordinate,NameInWell,TubeBarcode,Notes
P36143,,,,,,,,,S46166,JER-14-B,,Emelliodora_LB_Block11,H8,lfp-1-16,,
P36144,,,,,,,,,S46167,RYE-13-B,,Emelliodora_LB_Block11,A9,lfp-1-17,,
P36145,,,,,,,,,S46168,GUN-13-B,,Emelliodora_LB_Block11,B9,lfp-1-18,,
P36146,,,,,,,,,S46169,TEM-13-B,,Emelliodora_LB_Block11,C9,lfp-1-19,,
P36147,,,,,,,,,S46170,WAL-14-B,,Emelliodora_LB_Block11,D9,lfp-1-20,,
P36148,,,,,,,,,S46171,DIC-15-B,,Emelliodora_LB_Block11,E9,lfp-1-21,,
P36149,,,,,,,,,S46172,CON-14-B,,Emelliodora_LB_Block11,F9,lfp-1-22,,
P36150,,,,,,,,,S46173,JER-15-B,,Emelliodora_LB_Block11,G9,lfp-1-23,,
P36151,,,,,,,,,S46174,EUB-13-B,,Emelliodora_LB_Block11,H9,lfp-1-24,,
P36152,,,,,,,,,S46175,BER-13-B,,Emelliodora_LB_Block11,A10,lfp-1-25,,
P36153,,,,,,,,,S46176,MOR-13-B,,Emelliodora_LB_Block11,B10,lfp-1-26,,
P36154,,,,,,,,,S46177,MUL-13-B,,Emelliodora_LB_Block11,C10,lfp-1-27,,
P36155,,,,,,,,,S46178,MOR-14-B,,Emelliodora_LB_Block11,D10,lfp-1-28,,
P36156,,,,,,,,,S46179,MAJ-13-B,,Emelliodora_LB_Block11,E10,lfp-1-29,,
P36157,,,,,,,,,S46180,BER-14-B,,Emelliodora_LB_Block11,F10,lfp-1-30,,
P36158,,,,,,,,,S46181,WAL-13-B,,Emelliodora_LB_Block11,G10,lfp-1-31,,
P36159,,,,,,,,,S46182,COL-14-B,,Emelliodora_LB_Block11,H10,lfp-1-32,,
P36160,,,,,,,,,S46183,CON-13-B,,Emelliodora_LB_Block11,A11,lfp-1-33,,
P36161,,,,,,,,,S46184,MAR-14-B,,Emelliodora_LB_Block11,B11,lfp-1-34,,
P36162,,,,,,,,,S46185,HAR-15-B,,Emelliodora_LB_Block11,C11,lfp-1-35,,
P36163,,,,,,,,,S46186,HOLB-14-B,,Emelliodora_LB_Block11,D11,lfp-1-36,,
P36164,,,,,,,,,S46187,HOLB-13-B,,Emelliodora_LB_Block11,E11,lfp-1-37,,
P36165,,,,,,,,,S46188,MUL-14-B,,Emelliodora_LB_Block11,F11,lfp-1-38,,
P36166,,,,,,,,,S46189,HAR-13-B,,Emelliodora_LB_Block11,G11,lfp-1-39,,
P36167,,,,,,,,,S46190,BAR-15-B,,Emelliodora_LB_Block11,H11,lfp-1-40,,
P36168,,,,,,,,,S46191,HOLA-14-B,,Emelliodora_LB_Block11,A12,lfp-1-41,,
P36169,,,,,,,,,S46192,WAB-13-B,,Emelliodora_LB_Block11,B12,lfp-1-42,,
P36170,,,,,,,,,S46193,DIC-14-B,,Emelliodora_LB_Block11,C12,lfp-1-43,,
P36171,,,,,,,,,S46194,GUN-14-B,,Emelliodora_LB_Block11,D12,lfp-1-44,,
P36172,,,,,,,,,S46195,HAR-14-B,,Emelliodora_LB_Block11,E12,lfp-1-45,,
P36173,,,,,,,,,S46196,JUN-14-B,,Emelliodora_LB_Block11,F12,lfp-1-46,,
P36174,,,,,,,,,S46197,RYE-14-B,,Emelliodora_LB_Block11,G12,lfp-1-47,,
P36175,,,,,,,,,S46198,CON-15-B,,Emelliodora_LB_Block11,H12,lfp-1-48,,
P36176,,,,,,,,,S46199,EUB-15-B,,Emelliodora_LB_Block12,A1,lfp-2-1,,
P36177,,,,,,,,,S46200,WAB-15-B,,Emelliodora_LB_Block12,B1,lfp-2-2,,
P36178,,,,,,,,,S46201,RYE-16-B,,Emelliodora_LB_Block12,C1,lfp-2-3,,
P36179,,,,,,,,,S46202,MAR-17-B,,Emelliodora_LB_Block12,D1,lfp-2-4,,
P36180,,,,,,,,,S46203,JER-18-B,,Emelliodora_LB_Block12,E1,lfp-2-5,,
P36181,,,,,,,,,S46204,BER-15-B,,Emelliodora_LB_Block12,F1,lfp-2-6,,
P36182,,,,,,,,,S46205,CON-18-B,,Emelliodora_LB_Block12,G1,lfp-2-7,,
P36183,,,,,,,,,S46206,MAR-18-B,,Emelliodora_LB_Block12,H1,lfp-2-8,,
P36184,,,,,,,,,S46207,WAL-16-B,,Emelliodora_LB_Block12,A2,lfp-2-9,,
P36185,,,,,,,,,S46208,DIC-16-B,,Emelliodora_LB_Block12,B2,lfp-2-10,,
P36186,,,,,,,,,S46209,JER-17-B,,Emelliodora_LB_Block12,C2,lfp-2-11,,
P36187,,,,,,,,,S46210,CON-17-B,,Emelliodora_LB_Block12,D2,lfp-2-12,,
P36188,,,,,,,,,S46211,COL-15-B,,Emelliodora_LB_Block12,E2,lfp-2-13,,
P36189,,,,,,,,,S46212,GUN-17-B,,Emelliodora_LB_Block12,F2,lfp-2-14,,
P36190,,,,,,,,,S46213,JUN-17-B,,Emelliodora_LB_Block12,G2,lfp-2-15,,
P36191,,,,,,,,,S46214,COL-16-B,,Emelliodora_LB_Block12,H2,lfp-2-16,,
P36192,,,,,,,,,S46215,HOLB-16-B,,Emelliodora_LB_Block12,A3,lfp-2-17,,
P36193,,,,,,,,,S46216,HOLB-15-B,,Emelliodora_LB_Block12,B3,lfp-2-18,,
P36194,,,,,,,,,S46217,MOR-15-B,,Emelliodora_LB_Block12,C3,lfp-2-19,,
P36195,,,,,,,,,S46218,GUN-16-B,,Emelliodora_LB_Block12,D3,lfp-2-20,,
P36196,,,,,,,,,S46219,BER-17-B,,Emelliodora_LB_Block12,E3,lfp-2-21,,
P36197,,,,,,,,,S46220,MUL-15-B,,Emelliodora_LB_Block12,F3,lfp-2-22,,
P36198,,,,,,,,,S46221,HOLA-16-B,,Emelliodora_LB_Block12,G3,lfp-2-23,,
P36199,,,,,,,,,S46222,WAB-16-B,,Emelliodora_LB_Block12,H3,lfp-2-24,,
P36200,,,,,,,,,S46223,CON-16-B,,Emelliodora_LB_Block12,A4,lfp-2-25,,
P36201,,,,,,,,,S46224,RYE-17-B,,Emelliodora_LB_Block12,B4,lfp-2-26,,
P36202,,,,,,,,,S46225,HAR-17-B,,Emelliodora_LB_Block12,C4,lfp-2-27,,
P36203,,,,,,,,,S46226,JUN-15-B,,Emelliodora_LB_Block12,D4,lfp-2-28,,
P36204,,,,,,,,,S46227,MOR-16-B,,Emelliodora_LB_Block12,E4,lfp-2-29,,
P36205,,,,,,,,,S46228,HOLB-17-B,,Emelliodora_LB_Block12,F4,lfp-2-30,,
P36206,,,,,,,,,S46229,TEM-16-B,,Emelliodora_LB_Block12,G4,lfp-2-31,,
P36207,,,,,,,,,S46230,HOLA-15-B,,Emelliodora_LB_Block12,H4,lfp-2-32,,
P36208,,,,,,,,,S46231,MAJ-16-B,,Emelliodora_LB_Block12,A5,lfp-2-33,,
P36209,,,,,,,,,S46232,BAR-17-B,,Emelliodora_LB_Block12,B5,lfp-2-34,,
P36210,,,,,,,,,S46233,JER-16-B,,Emelliodora_LB_Block12,C5,lfp-2-35,,
P36211,,,,,,,,,S46234,MAR-16-B,,Emelliodora_LB_Block12,D5,lfp-2-36,,
P36212,,,,,,,,,S46235,BER-16-B,,Emelliodora_LB_Block12,E5,lfp-2-37,,
P36213,,,,,,,,,S46236,DIC-17-B,,Emelliodora_LB_Block12,F5,lfp-2-38,,
P36214,,,,,,,,,S46237,MUL-16-B,,Emelliodora_LB_Block12,G5,lfp-2-39,,
P36215,,,,,,,,,S46238,EUB-16-B,,Emelliodora_LB_Block12,H5,lfp-2-40,,
P36216,,,,,,,,,S46239,JUN-16-B,,Emelliodora_LB_Block12,A6,lfp-2-41,,
P36217,,,,,,,,,S46240,MUL-17-B,,Emelliodora_LB_Block12,B6,lfp-2-42,,
P36218,,,,,,,,,S46241,HAR-16-B,,Emelliodora_LB_Block12,C6,lfp-2-43,,
P36219,,,,,,,,,S46242,TEM-15-B,,Emelliodora_LB_Block12,D6,lfp-2-44,,
P36220,,,,,,,,,S46243,DIC-18-B,,Emelliodora_LB_Block12,E6,lfp-2-45,,
P36221,,,,,,,,,S46244,BAR-16-B,,Emelliodora_LB_Block12,F6,lfp-2-46,,
P36222,,,,,,,,,S46245,WAL-15-B,,Emelliodora_LB_Block12,G6,lfp-2-47,,
P36223,,,,,,,,,S46246,MAJ-15-B,,Emelliodora_LB_Block12,H6,lfp-2-48,,
P36224,,,,,,,,,S46247,HOLA-17-B,,Emelliodora_LB_Block12,A7,lfp-3-1,,
P36225,,,,,,,,,S46248,HOLA-18-B,,Emelliodora_LB_Block12,B7,lfp-3-2,,
P36226,,,,,,,,,S46249,JUN-20-B,,Emelliodora_LB_Block12,C7,lfp-3-3,,
P36227,,,,,,,,,S46250,JUN-19-B,,Emelliodora_LB_Block12,D7,lfp-3-4,,
P36228,,,,,,,,,S46251,BER-20-B,,Emelliodora_LB_Block12,E7,lfp-3-5,,
P36229,,,,,,,,,S46252,DIC-20-B,,Emelliodora_LB_Block12,F7,lfp-3-6,,
P36230,,,,,,,,,S46253,WAB-18-B,,Emelliodora_LB_Block12,G7,lfp-3-7,,
P36231,,,,,,,,,S46254,MAR-19-B,,Emelliodora_LB_Block12,H7,lfp-3-8,,
P36232,,,,,,,,,S46255,COL-17-B,,Emelliodora_LB_Block12,A8,lfp-3-9,,
P36233,,,,,,,,,S46256,MAJ-18-B,,Emelliodora_LB_Block12,B8,lfp-3-10,,
P36234,,,,,,,,,S46257,MAJ-17-B,,Emelliodora_LB_Block12,C8,lfp-3-11,,
P36235,,,,,,,,,S46258,HAR-19-B,,Emelliodora_LB_Block12,D8,lfp-3-12,,
P36236,,,,,,,,,S46259,MUL-20-B,,Emelliodora_LB_Block12,E8,lfp-3-13,,
P36237,,,,,,,,,S46260,JUN-18-B,,Emelliodora_LB_Block12,F8,lfp-3-14,,
P36238,,,,,,,,,S46261,HOLB-19-B,,Emelliodora_LB_Block12,G8,lfp-3-15,,
P36239,,,,,,,,,S46262,MOR-17-B,,Emelliodora_LB_Block12,H8,lfp-3-16,,
P36240,,,,,,,,,S46263,WAB-17-B,,Emelliodora_LB_Block12,A9,lfp-3-17,,
P36241,,,,,,,,,S46264,BAR-18-B,,Emelliodora_LB_Block12,B9,lfp-3-18,,
P36242,,,,,,,,,S46265,JER-19-B,,Emelliodora_LB_Block12,C9,lfp-3-19,,
P36243,,,,,,,,,S46266,CON-20-B,,Emelliodora_LB_Block12,D9,lfp-3-20,,
P36244,,,,,,,,,S46267,EUB-18-B,,Emelliodora_LB_Block12,E9,lfp-3-21,,
P36245,,,,,,,,,S46268,TEM-17-B,,Emelliodora_LB_Block12,F9,lfp-3-22,,
P36246,,,,,,,,,S46269,RYE-19-B,,Emelliodora_LB_Block12,G9,lfp-3-23,,
P36247,,,,,,,,,S46270,BER-19-B,,Emelliodora_LB_Block12,H9,lfp-3-24,,
P36248,,,,,,,,,S46271,MAR-20-B,,Emelliodora_LB_Block12,A10,lfp-3-25,,
P36249,,,,,,,,,S46272,CON-19-B,,Emelliodora_LB_Block12,B10,lfp-3-26,,
P36250,,,,,,,,,S46273,GUN-19-B,,Emelliodora_LB_Block12,C10,lfp-3-27,,
P36251,,,,,,,,,S46274,MUL-18-B,,Emelliodora_LB_Block12,D10,lfp-3-28,,
P36252,,,,,,,,,S46275,WAL-17-B,,Emelliodora_LB_Block12,E10,lfp-3-29,,
P36253,,,,,,,,,S46276,MOR-18-B,,Emelliodora_LB_Block12,F10,lfp-3-30,,
P36254,,,,,,,,,S46277,TEM-18-B,,Emelliodora_LB_Block12,G10,lfp-3-31,,
P36255,,,,,,,,,S46278,GUN-18-B,,Emelliodora_LB_Block12,H10,lfp-3-32,,
P36256,,,,,,,,,S46279,WAB-19-B,,Emelliodora_LB_Block12,A11,lfp-3-33,,
P36257,,,,,,,,,S46280,WAL-18-B,,Emelliodora_LB_Block12,B11,lfp-3-34,,
P36258,,,,,,,,,S46281,BAR-19-B,,Emelliodora_LB_Block12,C11,lfp-3-35,,
P36259,,,,,,,,,S46282,HOLB-20-B,,Emelliodora_LB_Block12,D11,lfp-3-36,,
P36260,,,,,,,,,S46283,JER-20-B,,Emelliodora_LB_Block12,E11,lfp-3-37,,
P36261,,,,,,,,,S46284,EUB-17-B,,Emelliodora_LB_Block12,F11,lfp-3-38,,
P36262,,,,,,,,,S46285,HOLB-18-B,,Emelliodora_LB_Block12,G11,lflp-3-39,,
P36263,,,,,,,,,S46286,MAJ-19-B,,Emelliodora_LB_Block12,H11,lfp-3-40,,
P36264,,,,,,,,,S46287,BER-18-B,,Emelliodora_LB_Block12,A12,lfp-3-41,,
P36265,,,,,,,,,S46288,MOR-19-B,,Emelliodora_LB_Block12,B12,lfp-3-42,,
P36266,,,,,,,,,S46289,RYE-18-B,,Emelliodora_LB_Block12,C12,lfp-3-43,,
P36267,,,,,,,,,S46290,DIC-19-B,,Emelliodora_LB_Block12,D12,lfp-3-44,,
P36268,,,,,,,,,S46291,HAR-18-B,,Emelliodora_LB_Block12,E12,lfp-3-45,,
P36269,,,,,,,,,S46292,COL-18-B,,Emelliodora_LB_Block12,F12,lfp-3-46,,
P36270,,,,,,,,,S46293,HOLA-19-B,,Emelliodora_LB_Block12,G12,lfp-3-47,,
P36271,,,,,,,,,S46294,MUL-19-B,,Emelliodora_LB_Block12,H12,lfp-3-48,,
P36272,,,,,,,,,S46295,HOLA-22-B,,Emelliodora_LB_Block13,A1,lfp-4-1,,
P36273,,,,,,,,,S46296,EUB-20-B,,Emelliodora_LB_Block13,B1,lfp-4-2,,
P36274,,,,,,,,,S46297,MUL-22-B,,Emelliodora_LB_Block13,C1,lfp-4-3,,
P36275,,,,,,,,,S46298,WAL-21-B,,Emelliodora_LB_Block13,D1,lfp-4-4,,
P36276,,,,,,,,,S46299,MAJ-20-B,,Emelliodora_LB_Block13,E1,lfp-4-5,,
P36277,,,,,,,,,S46300,WAB-21-B,,Emelliodora_LB_Block13,F1,lfp-4-6,,
P36278,,,,,,,,,S46301,COL-19-B,,Emelliodora_LB_Block13,G1,lfp-4-7,,
P36279,,,,,,,,,S46302,MOR-20-B,,Emelliodora_LB_Block13,H1,lfp-4-8,,
P36280,,,,,,,,,S46303,DIC-22-B,,Emelliodora_LB_Block13,A2,lfp-4-9,,
P36281,,,,,,,,,S46304,HOLB-22-B,,Emelliodora_LB_Block13,B2,lfp-4-10,,
P36282,,,,,,,,,S46305,COL-21-B,,Emelliodora_LB_Block13,C2,lfp-4-11,,
P36283,,,,,,,,,S46306,TEM-20-B,,Emelliodora_LB_Block13,D2,lfp-4-12,,
P36284,,,,,,,,,S46307,GUN-20-B,,Emelliodora_LB_Block13,E2,lfp-4-13,,
P36285,,,,,,,,,S46308,MOR-22-B,,Emelliodora_LB_Block13,F2,lfp-4-14,,
P36286,,,,,,,,,S46309,HOLA-20-B,,Emelliodora_LB_Block13,G2,lfp-4-15,,
P36287,,,,,,,,,S46310,CON-22-B,,Emelliodora_LB_Block13,H2,lfp-4-16,,
P36288,,,,,,,,,S46311,BER-22-B,,Emelliodora_LB_Block13,A3,lfp-4-17,,
P36289,,,,,,,,,S46312,MAJ-21-B,,Emelliodora_LB_Block13,B3,lfp-4-18,,
P36290,,,,,,,,,S46313,CON-21-B,,Emelliodora_LB_Block13,C3,lfp-4-19,,
P36291,,,,,,,,,S46314,TEM-21-B,,Emelliodora_LB_Block13,D3,lfp-4-20,,
P36292,,,,,,,,,S46315,RYE-21-B,,Emelliodora_LB_Block13,E3,lfp-4-21,,
P36293,,,,,,,,,S46316,DIC-21-B,,Emelliodora_LB_Block13,F3,lfp-4-22,,
P36294,,,,,,,,,S46317,BAR-21-B,,Emelliodora_LB_Block13,G3,lfp-4-23,,
P36295,,,,,,,,,S46318,JUN-22-B,,Emelliodora_LB_Block13,H3,lfp-4-24,,
P36296,,,,,,,,,S46319,WAB-22-B,,Emelliodora_LB_Block13,A4,lfp-4-25,,
P36297,,,,,,,,,S46320,JUN-21-B,,Emelliodora_LB_Block13,B4,lfp-4-26,,
P36298,,,,,,,,,S46321,MOR-21-B,,Emelliodora_LB_Block13,C4,lfp-4-27,,
P36299,,,,,,,,,S46322,TEM-19-B,,Emelliodora_LB_Block13,D4,lfp-4-28,,
P36300,,,,,,,,,S46323,BER-21-B,,Emelliodora_LB_Block13,E4,lfp-4-29,,
P36301,,,,,,,,,S46324,EUB-19-B,,Emelliodora_LB_Block13,F4,lfp-4-30,,
P36302,,,,,,,,,S46325,RYE-20-B,,Emelliodora_LB_Block13,G4,lfp-4-31,,
P36303,,,,,,,,,S46326,HOLB-21-B,,Emelliodora_LB_Block13,H4,lfp-4-32,,
P36304,,,,,,,,,S46327,WAL-19-B,,Emelliodora_LB_Block13,A5,lfp-4-33,,
P36305,,,,,,,,,S46328,BAR-20-B,,Emelliodora_LB_Block13,B5,lfp-4-34,,
P36306,,,,,,,,,S46329,MUL-21-B,,Emelliodora_LB_Block13,C5,lfp-4-35,,
P36307,,,,,,,,,S46330,WAB-20-B,,Emelliodora_LB_Block13,D5,lfp-4-36,,
P36308,,,,,,,,,S46331,HOLA-21-B,,Emelliodora_LB_Block13,E5,lfp-4-37,,
P36309,,,,,,,,,S46332,JER-21-B,,Emelliodora_LB_Block13,F5,lfp-4-38,,
P36310,,,,,,,,,S46333,MAJ-22-B,,Emelliodora_LB_Block13,G5,lfp-4-39,,
P36311,,,,,,,,,S46334,COL-20-B,,Emelliodora_LB_Block13,H5,lfp-4-40,,
P36312,,,,,,,,,S46335,WAL-20-B,,Emelliodora_LB_Block13,A6,lfp-4-41,,
P36313,,,,,,,,,S46336,JER-22-B,,Emelliodora_LB_Block13,B6,lfp-4-42,,
P36314,,,,,,,,,S46337,HAR-20-B,,Emelliodora_LB_Block13,C6,lfp-4-43,,
P36315,,,,,,,,,S46338,HAR-21-B,,Emelliodora_LB_Block13,D6,lfp-4-44,,
P36316,,,,,,,,,S46339,GUN-21-B,,Emelliodora_LB_Block13,E6,lfp-4-45,,
P36317,,,,,,,,,S46340,EUB-21-B,,Emelliodora_LB_Block13,F6,lfp-4-46,,
P36318,,,,,,,,,S46341,MAR-22-B,,Emelliodora_LB_Block13,G6,lfp-4-47,,
P36319,,,,,,,,,S46342,MAR-21-B,,Emelliodora_LB_Block13,H6,lfp-4-48,,
P36320,,,,,,,,,S46343,MUL-23-B,,Emelliodora_LB_Block13,A7,lfp-5-1,,
P36321,,,,,,,,,S46344,TEM-22-B,,Emelliodora_LB_Block13,B7,lfp-5-2,,
P36322,,,,,,,,,S46345,CON-24-B,,Emelliodora_LB_Block13,C7,lfp-5-3,,
P36323,,,,,,,,,S46346,MAR-24-B,,Emelliodora_LB_Block13,D7,lfp-5-4,,
P36324,,,,,,,,,S46347,BAR-24-B,,Emelliodora_LB_Block13,E7,lfp-5-5,,
P36325,,,,,,,,,S46348,MOR-23-B,,Emelliodora_LB_Block13,F7,lfp-5-6,,
P36326,,,,,,,,,S46349,DIC-24-B,,Emelliodora_LB_Block13,G7,lfp-5-7,,
P36327,,,,,,,,,S46350,HAR-24-B,,Emelliodora_LB_Block13,H7,lfp-5-8,,
P36328,,,,,,,,,S46351,RYE-24-B,,Emelliodora_LB_Block13,A8,lfp-5-9,,
P36329,,,,,,,,,S46352,WAL-22-B,,Emelliodora_LB_Block13,B8,lfp-5-10,,
P36330,,,,,,,,,S46353,HOLA-23-B,,Emelliodora_LB_Block13,C8,lfp-5-11,,
P36331,,,,,,,,,S46354,HAR-22-B,,Emelliodora_LB_Block13,D8,lfp-5-12,,
P36332,,,,,,,,,S46355,RYE-23-B,,Emelliodora_LB_Block13,E8,lfp-5-13,,
P36333,,,,,,,,,S46356,HOLB-24-B,,Emelliodora_LB_Block13,F8,lfp-5-14,,
P36334,,,,,,,,,S46357,COL-22-B,,Emelliodora_LB_Block13,G8,lfp-5-15,,
P36335,,,,,,,,,S46358,BAR-22-B,,Emelliodora_LB_Block13,H8,lfp-5-16,,
P36336,,,,,,,,,S46359,COL-24-B,,Emelliodora_LB_Block13,A9,lfp-5-17,,
P36337,,,,,,,,,S46360,EUB-22-B,,Emelliodora_LB_Block13,B9,lfp-5-18,,
P36338,,,,,,,,,S46361,EUB-24-B,,Emelliodora_LB_Block13,C9,lfp-5-19,,
P36339,,,,,,,,,S46362,BAR-23-B,,Emelliodora_LB_Block13,D9,lfp-5-20,,
P36340,,,,,,,,,S46363,COL-23-B,,Emelliodora_LB_Block13,E9,lfp-5-21,,
P36341,,,,,,,,,S46364,MAR-23-B,,Emelliodora_LB_Block13,F9,lfp-5-22,,
P36342,,,,,,,,,S46365,GUN-23-B,,Emelliodora_LB_Block13,G9,lfp-5-23,,
P36343,,,,,,,,,S46366,WAL-24-B,,Emelliodora_LB_Block13,H9,lfp-5-24,,
P36344,,,,,,,,,S46367,GUN-24-B,,Emelliodora_LB_Block13,A10,lfp-5-25,,
P36345,,,,,,,,,S46368,MUL-24-B,,Emelliodora_LB_Block13,B10,lfp-5-26,,
P36346,,,,,,,,,S46369,MAJ-23-B,,Emelliodora_LB_Block13,C10,lfp-5-27,,
P36347,,,,,,,,,S46370,WAL-23-B,,Emelliodora_LB_Block13,D10,lfp-5-28,,
P36348,,,,,,,,,S46371,EUB-23-B,,Emelliodora_LB_Block13,E10,lfp-5-29,,
P36349,,,,,,,,,S46372,BER-23-B,,Emelliodora_LB_Block13,F10,lfp-5-30,,
P36350,,,,,,,,,S46373,MAJ-24-B,,Emelliodora_LB_Block13,G10,lfp-5-31,,
P36351,,,,,,,,,S46374,RYE-22-B,,Emelliodora_LB_Block13,H10,lfp-5-32,,
P36352,,,,,,,,,S46375,JUN-23-B,,Emelliodora_LB_Block13,A11,lfp-5-33,,
P36353,,,,,,,,,S46376,WAB-23-B,,Emelliodora_LB_Block13,B11,lfp-5-34,,
P36354,,,,,,,,,S46377,CON-23-B,,Emelliodora_LB_Block13,C11,lfp-5-35,,
P36355,,,,,,,,,S46378,WAB-24-B,,Emelliodora_LB_Block13,D11,lfp-5-36,,
P36356,,,,,,,,,S46379,BER-24-B,,Emelliodora_LB_Block13,E11,lfp-5-37,,
P36357,,,,,,,,,S46380,GUN-22-B,,Emelliodora_LB_Block13,F11,lfp-5-38,,
P36358,,,,,,,,,S46381,HOLB-23-B,,Emelliodora_LB_Block13,G11,lfp-5-39,,
P36359,,,,,,,,,S46382,HAR-23-B,,Emelliodora_LB_Block13,H11,lfp-5-40,,
P36360,,,,,,,,,S46383,JUN-24-B,,Emelliodora_LB_Block13,A12,lfp-5-41,,
P36361,,,,,,,,,S46384,DIC-23-B,,Emelliodora_LB_Block13,B12,lfp-5-42,,
P36362,,,,,,,,,S46385,JER-24-B,,Emelliodora_LB_Block13,C12,lfp-5-43,,
P36363,,,,,,,,,S46386,TEM-24-B,,Emelliodora_LB_Block13,D12,lfp-5-44,,
P36364,,,,,,,,,S46387,MOR-24-B,,Emelliodora_LB_Block13,E12,lfp-5-45,,
P36365,,,,,,,,,S46388,TEM-23-B,,Emelliodora_LB_Block13,F12,lfp-5-46,,
P36366,,,,,,,,,S46389,JER-23-B,,Emelliodora_LB_Block13,G12,lfp-5-47,,
P36367,,,,,,,,,S46390,HOLA-24-B,,Emelliodora_LB_Block13,H12,lfp-5-48,,
